Card_ID,Transaction_ID,Reference_no,Target_Account,Target_Name,Credit_Type,Amount,Timestamp,Points_earned,
46,628,1237689288,1357934999,FreeCharge India,Debit,800,4/29/19 7:15 AM,16,
46,624,1237689284,1357935005,HP Petrolium,Debit,2000,4/12/19 3:14 AM,40,
46,620,1237689280,1357935017,NEFT Payment,Credit,150100,5/3/19 2:15 AM,3002,
46,633,1237689293,1357935017,NEFT Payment,Credit,76403,4/23/19 5:54 PM,1528,
46,623,1237689283,1357935018,OLA Cabs,Debit,620,4/22/19 7:05 PM,12,
46,629,1237689289,1357935018,OLA Cabs,Debit,510,4/20/19 4:54 AM,10,
46,627,1237689287,1357935027,Shell Petrol,Debit,800,4/28/19 9:42 AM,16,
46,631,1237689291,1357935027,Shell Petrol,Debit,1200,4/13/19 6:13 PM,24,
46,632,1237689292,1357935032,Sukanta Thali,Debit,3400,5/2/19 7:05 AM,68,
46,621,1237689281,1357935034,TATA SKY,Debit,750,4/25/19 8:20 PM,15,
46,634,1237689294,1357935034,TATA SKY,Debit,720,4/23/19 8:28 PM,14,
46,626,1237689286,1357935036,Uber,Debit,320,4/29/19 12:19 AM,6,
47,636,1237689296,1357934980,Airtel Payment,Debit,650,4/29/19 12:47 AM,17,
47,645,1237689305,1357934983,Amazon Pay,Debit,3000,4/15/19 6:15 PM,80,
47,644,1237689304,1357934987,Big Bazar India,Debit,4300,4/10/19 1:35 PM,114,
47,641,1237689301,1357934992,Digital Age Retail,Debit,2450,4/20/19 9:13 PM,65,
47,635,1237689295,1357934993,DMart India,Debit,8100,5/6/19 12:12 PM,216,
47,646,1237689306,1357934996,FirstCry India,Debit,5550,4/29/19 2:27 PM,148,
47,647,1237689307,1357935004,HerbalLife International,Debit,3400,4/14/19 7:54 AM,90,
47,639,1237689299,1357935005,HP Petrolium,Debit,2200,4/26/19 7:46 PM,58,
47,638,1237689298,1357935014,MSEB India,Debit,2100,5/7/19 12:10 PM,56,
47,637,1237689297,1357935018,OLA cabs,Debit,430,4/12/19 7:23 AM,11,
47,643,1237689303,1357935019,One One Two Hospitality,Debit,5400,5/6/19 2:40 AM,144,
47,640,1237689300,1357935036,Uber,Debit,540,5/5/19 10:11 PM,14,
47,650,1237689310,1357935037,Well Wisher,Debit,8710,4/20/19 6:35 PM,232,
47,642,1237689302,1357935038,Wellness Medico,Debit,1550,5/5/19 1:18 PM,41,
47,649,1237689309,1357935039,Westside India,Debit,4300,5/10/19 12:03 AM,114,
47,648,1237689308,1357935041,Zipcash card services,Debit,8100,4/16/19 12:25 PM,216,
48,653,1237689313,1357934980,Airtel Payment,Debit,840,5/9/19 8:58 PM,22,
48,658,1237689318,1357934984,AMAZON.IN,Debit,5450,4/22/19 3:10 AM,145,
48,656,1237689316,1357935005,HP Petrolium,Debit,2300,4/12/19 9:32 PM,61,
48,655,1237689315,1357935009,KFC Restaurant,Debit,1420,5/2/19 10:27 AM,37,
48,666,1237689326,1357935014,MSEB India,Debit,3150,4/18/19 8:39 AM,84,
48,661,1237689321,1357935015,MSW Sharmila Warke,Debit,5200,4/14/19 5:58 AM,138,
48,652,1237689312,1357935017,NEFT Payment,Credit,42690,4/25/19 3:51 PM,1138,
48,654,1237689314,1357935018,OLA cabs,Debit,610,4/15/19 12:52 PM,16,
48,651,1237689311,1357935025,Reliance Fresh,Debit,3150,4/30/19 12:37 PM,84,
48,663,1237689323,1357935027,Shell Petrol,Debit,2100,4/18/19 9:07 PM,56,
48,665,1237689325,1357935028,Shoppers Stop,Debit,4300,4/12/19 10:56 PM,114,
48,657,1237689317,1357935030,Shri Krishna Pearls,Debit,2150,4/25/19 12:39 AM,57,
48,664,1237689324,1357935032,Sukanta Thali,Debit,2400,4/12/19 2:58 AM,64,
48,660,1237689320,1357935035,Times Internet Ltd,Debit,5340,4/19/19 5:55 PM,142,
48,662,1237689322,1357935040,Whole Mart,Debit,3150,4/30/19 10:31 AM,84,
48,659,1237689319,1357935041,Zipcash card services,Debit,5120,5/2/19 2:05 PM,136,
49,670,1237689330,1357934984,AMAZON.IN,Debit,5450,5/7/19 10:24 AM,145,
49,680,1237689340,1357934992,Digital Age Retail,Debit,3420,4/27/19 12:48 PM,91,
49,668,1237689328,1357935005,HP Petrolium,Debit,2300,5/5/19 8:40 PM,61,
49,667,1237689327,1357935009,KFC Restaurant,Debit,1420,4/17/19 12:41 AM,37,
49,678,1237689338,1357935014,MSEB India,Debit,3150,4/29/19 11:31 AM,84,
49,673,1237689333,1357935015,MSW Sharmila Warke,Debit,5200,4/12/19 10:15 PM,138,
49,675,1237689335,1357935027,Shell Petrol,Debit,2100,4/20/19 9:22 PM,56,
49,677,1237689337,1357935028,Shoppers Stop,Debit,4300,4/28/19 7:14 PM,114,
49,669,1237689329,1357935030,Shri Krishna Pearls,Debit,2150,4/17/19 5:32 PM,57,
49,676,1237689336,1357935032,Sukanta Thali,Debit,2400,4/16/19 5:58 PM,64,
49,672,1237689332,1357935035,Times Internet Ltd,Debit,5340,4/10/19 7:42 PM,142,
49,679,1237689339,1357935036,Uber,Debit,430,4/14/19 5:51 PM,11,
49,681,1237689341,1357935037,Well Wisher,Debit,7100,4/23/19 5:06 AM,189,
49,674,1237689334,1357935040,Whole Mart,Debit,3150,4/15/19 3:28 PM,84,
49,671,1237689331,1357935041,Zipcash card services,Debit,5120,5/7/19 2:22 PM,136,
50,691,1237689351,1357934980,Airtel Payment,Debit,1190,5/10/19 12:22 AM,31,
50,685,1237689345,1357934983,Amazon Pay,Debit,2500,4/10/19 5:07 PM,66,
50,689,1237689349,1357934987,Big Bazar India,Debit,3200,5/10/19 10:23 AM,85,
50,692,1237689352,1357934987,Big Bazar India,Debit,5120,4/16/19 4:37 PM,136,
50,682,1237689342,1357934999,FreeCharge India,Debit,820,5/1/19 7:20 PM,21,
50,683,1237689343,1357935010,Mahesh Medicals,Debit,910,5/7/19 6:04 PM,24,
50,694,1237689354,1357935013,Mens Avenue,Debit,4300,4/17/19 2:21 AM,114,
50,686,1237689346,1357935017,NEFT Payment,Credit,72400,4/27/19 6:39 PM,1930,
50,690,1237689350,1357935018,OLA Cabs,Debit,2310,4/16/19 3:55 AM,61,
50,687,1237689347,1357935026,Sheetal Restaurant,Debit,1210,5/3/19 8:10 PM,32,
50,684,1237689344,1357935034,TATA SKY,Debit,810,4/22/19 9:06 AM,21,
50,693,1237689353,1357935035,Times Internet Ltd,Debit,3100,4/26/19 12:55 PM,82,
50,688,1237689348,1357935036,Uber,Debit,390,5/1/19 5:57 PM,10,
50,696,1237689356,1357935037,Well Wisher,Debit,1200,4/21/19 12:56 AM,32,
50,695,1237689355,1357935038,Wellness Medico,Debit,2350,4/24/19 7:15 PM,62,
51,709,1237689369,1357934980,Airtel Payment,Debit,550,4/10/19 10:19 PM,14,
51,699,1237689359,1357934985,Balaji Traders,Debit,3150,4/27/19 11:26 PM,84,
51,705,1237689365,1357934999,FreeCharge India,Debit,2050,4/20/19 4:17 AM,54,
51,704,1237689364,1357935008,Kalyan Jewellers,Debit,81503,5/5/19 8:53 AM,2173,
51,698,1237689358,1357935009,KFC Restaurant,Debit,1450,4/19/19 7:34 AM,38,
51,708,1237689368,1357935012,McDonalds Restaurant,Debit,1350,5/1/19 9:05 PM,36,
51,703,1237689363,1357935014,MSEB India,Debit,2150,4/10/19 10:58 PM,57,
51,697,1237689357,1357935017,NEFT Payment,Credit,4120,4/18/19 5:25 AM,109,
51,706,1237689366,1357935017,NEFT Payment,Credit,52500,5/6/19 1:27 AM,1400,
51,700,1237689360,1357935018,OLA cabs,Debit,460,5/7/19 4:49 PM,12,
51,707,1237689367,1357935030,Shri Krishna Pearls,Debit,2150,4/21/19 4:05 PM,57,
51,701,1237689361,1357935039,Westside India,Debit,2600,4/15/19 10:45 AM,69,
51,702,1237689362,1357935041,Zipcash card services,Debit,6700,5/4/19 3:27 PM,178,
52,710,1237689370,1357934979,Airtel DTH India,Debit,2450,4/26/19 2:13 AM,65,
52,718,1237689378,1357934983,Amazon Pay,Debit,3500,5/1/19 5:38 PM,93,
52,728,1237689388,1357934984,AMAZON.IN,Debit,5105,4/18/19 5:44 PM,136,
52,722,1237689382,1357934986,BBQ Restaurant,Debit,3120,5/2/19 4:22 AM,83,
52,713,1237689373,1357934998,Food Mall Ltd,Debit,890,5/3/19 11:40 AM,23,
52,721,1237689381,1357934999,FreeCharge India,Debit,670,4/25/19 2:20 PM,17,
52,717,1237689377,1357935004,HerbalLife International,Debit,5120,5/10/19 1:17 PM,136,
52,712,1237689372,1357935005,HP Petrolium,Debit,2100,4/29/19 11:45 PM,56,
52,725,1237689385,1357935009,KFC Restaurant,Debit,1950,4/18/19 12:54 AM,52,
52,729,1237689389,1357935013,Mens Avenue,Debit,4300,5/9/19 6:25 PM,114,
52,714,1237689374,1357935015,MSW Sharmila Warke,Debit,6540,4/28/19 7:04 AM,174,
52,711,1237689371,1357935018,OLA cabs,Debit,670,4/13/19 6:33 AM,17,
52,719,1237689379,1357935018,OLA Cabs,Debit,230,4/13/19 7:45 AM,6,
52,715,1237689375,1357935025,Reliance Fresh,Debit,2710,4/27/19 3:45 PM,72,
52,723,1237689383,1357935025,Reliance Fresh,Debit,3400,5/1/19 11:41 AM,90,
52,724,1237689384,1357935027,Shell Petrol,Debit,1000,4/29/19 3:01 AM,26,
52,720,1237689380,1357935035,Times Internet Ltd,Debit,1200,4/10/19 2:04 AM,32,
52,716,1237689376,1357935036,Uber,Debit,710,4/17/19 4:53 PM,18,
52,727,1237689387,1357935038,Wellness Medico,Debit,2320,5/5/19 3:38 AM,61,
52,726,1237689386,1357935041,Zipcash card services,Debit,3400,4/25/19 9:21 PM,90,
53,737,1237689397,1357934980,Airtel Payment,Debit,800,4/11/19 6:11 PM,21,
53,731,1237689391,1357934992,Digital Age Retail,Debit,3203,5/8/19 12:33 AM,85,
53,730,1237689390,1357934996,FirstCry India,Debit,1201,4/19/19 10:12 PM,32,
53,736,1237689396,1357935000,Future Lifeestyle,Debit,9230,5/1/19 2:03 PM,246,
53,735,1237689395,1357935001,General BillDesk,Debit,3850,5/6/19 1:06 AM,102,
53,739,1237689399,1357935013,Mens Avenue,Debit,4300,5/3/19 5:43 AM,114,
53,733,1237689393,1357935017,NEFT Payment,Credit,62300,5/5/19 11:58 PM,1661,
53,734,1237689394,1357935019,One One Two Hospitality,Debit,45102,5/3/19 6:08 PM,1202,
53,732,1237689392,1357935022,PHONEPE Utility,Debit,670,5/5/19 8:50 AM,17,
53,738,1237689398,1357935035,Times Internet Ltd,Debit,3100,4/25/19 1:16 AM,82,
53,741,1237689401,1357935037,Well Wisher,Debit,1200,5/7/19 9:52 AM,32,
53,740,1237689400,1357935038,Wellness Medico,Debit,2350,5/7/19 3:01 AM,62,
54,755,1237689415,1357934979,Airtel DTH India,Debit,2450,4/13/19 3:19 AM,65,
54,754,1237689414,1357934980,Airtel Payment,Debit,550,4/10/19 2:43 AM,14,
54,744,1237689404,1357934985,Balaji Traders,Debit,3150,5/7/19 8:35 AM,84,
54,750,1237689410,1357934999,FreeCharge India,Debit,2050,5/9/19 9:17 AM,54,
54,749,1237689409,1357935008,Kalyan Jewellers,Debit,81503,4/25/19 12:46 PM,2173,
54,743,1237689403,1357935009,KFC Restaurant,Debit,1450,5/4/19 5:13 AM,38,
54,753,1237689413,1357935012,McDonalds Restaurant,Debit,1350,4/15/19 5:46 AM,36,
54,748,1237689408,1357935014,MSEB India,Debit,2150,4/12/19 12:49 AM,57,
54,742,1237689402,1357935017,NEFT Payment,Credit,4120,5/10/19 4:12 PM,109,
54,751,1237689411,1357935017,NEFT Payment,Credit,52500,5/3/19 6:15 PM,1400,
54,745,1237689405,1357935018,OLA cabs,Debit,460,4/15/19 12:57 PM,12,
54,752,1237689412,1357935030,Shri Krishna Pearls,Debit,2150,5/2/19 5:54 AM,57,
54,746,1237689406,1357935039,Westside India,Debit,2600,5/8/19 7:06 PM,69,
54,747,1237689407,1357935041,Zipcash card services,Debit,6700,5/7/19 10:53 AM,178,
55,759,1237689419,1357934992,Digital Age Retail,Debit,4500,4/24/19 1:26 PM,90,
55,758,1237689418,1357934998,Food Mall Ltd,Debit,890,4/28/19 6:05 PM,17,
55,757,1237689417,1357935005,HP Petrolium,Debit,2100,4/27/19 1:16 PM,42,
55,756,1237689416,1357935018,OLA cabs,Debit,670,4/25/19 7:03 AM,13,
55,765,1237689425,1357935020,PAYTM Retail,Debit,3200,5/2/19 11:03 AM,64,
55,761,1237689421,1357935023,PMC,Debit,12001,5/3/19 4:40 AM,240,
55,764,1237689424,1357935027,Shell Petrol,Debit,1200,5/9/19 4:59 PM,24,
55,762,1237689422,1357935031,SRL Ltd,Debit,3200,4/15/19 6:21 PM,64,
55,763,1237689423,1357935034,TATA SKY,Debit,750,4/16/19 12:22 AM,15,
55,760,1237689420,1357935035,Times Internet Ltd,Debit,4300,5/2/19 2:09 AM,86,
56,772,1237689432,1357934980,Airtel Payment,Debit,500,5/5/19 2:30 AM,13,
56,773,1237689433,1357934984,AMAZON.IN,Debit,3210,5/7/19 9:05 PM,85,
56,771,1237689431,1357935001,General BillDesk,Debit,5320,4/12/19 11:31 AM,141,
56,766,1237689426,1357935007,IDEA Payment,Debit,450,4/16/19 9:09 PM,12,
56,770,1237689430,1357935014,MSEB India,Debit,1400,4/15/19 8:13 PM,37,
56,774,1237689434,1357935015,MSW Sharmila Warke,Debit,5929,4/23/19 1:10 PM,158,
56,768,1237689428,1357935018,OLA Cabs,Debit,450,4/25/19 7:52 AM,12,
56,777,1237689437,1357935018,OLA cabs,Debit,480,4/12/19 9:25 PM,12,
56,767,1237689427,1357935027,Shell Petrol,Debit,2000,4/28/19 3:56 PM,53,
56,778,1237689438,1357935027,Shell Petrol,Debit,2200,4/11/19 12:00 AM,58,
56,775,1237689435,1357935032,Sukanta Thali,Debit,2190,4/11/19 10:45 PM,58,
56,769,1237689429,1357935034,TATA SKY,Debit,680,4/20/19 5:16 PM,18,
56,776,1237689436,1357935040,Whole Mart,Debit,3250,4/14/19 2:40 PM,86,
57,785,1237689445,1357934980,Airtel Payment,Debit,540,4/12/19 12:36 AM,14,
57,787,1237689447,1357934984,AMAZON.IN,Debit,3400,4/22/19 2:43 PM,90,
57,792,1237689452,1357934986,BBQ Restaurant,Debit,3210,4/24/19 11:33 AM,85,
57,791,1237689451,1357934996,FirstCry India,Debit,430,5/8/19 4:39 PM,11,
57,788,1237689448,1357935005,HP Petrolium,Debit,2100,5/6/19 4:27 PM,56,
57,779,1237689439,1357935017,NEFT Payment,Credit,45200,4/10/19 2:02 AM,1205,
57,793,1237689453,1357935017,NEFT Payment,Credit,54500,4/25/19 2:40 PM,1453,
57,783,1237689443,1357935018,OLA cabs,Debit,455,5/2/19 6:44 AM,12,
57,786,1237689446,1357935018,OLA Cabs,Debit,340,4/15/19 12:56 AM,9,
57,784,1237689444,1357935021,PHONEPE recharge,Debit,650,5/7/19 12:17 PM,17,
57,781,1237689441,1357935034,TATA SKY,Debit,706,5/9/19 4:44 AM,18,
57,789,1237689449,1357935034,TATA SKY,Debit,690,5/10/19 1:17 AM,18,
57,780,1237689440,1357935036,Uber,Debit,240,4/27/19 1:07 AM,6,
57,790,1237689450,1357935038,Wellness Medico,Debit,1950,4/23/19 3:42 AM,52,
57,782,1237689442,1357935041,Zipcash card services,Debit,4344,4/21/19 4:18 AM,115,
58,800,1237689460,1357934979,Airtel DTH India,Debit,820,4/21/19 6:45 AM,16,
58,801,1237689461,1357934984,AMAZON.IN,Debit,1200,4/28/19 5:14 PM,24,
58,795,1237689455,1357934974,Central India,Debit,8320,4/21/19 1:04 AM,166,
58,804,1237689464,1357934974,Central India,Debit,9903,5/7/19 5:05 PM,198,
58,799,1237689459,1357934990,Chandukaka Saraf,Debit,15200,4/15/19 7:11 AM,304,
58,798,1237689458,1357934992,Digital Age Retail,Debit,3400,4/29/19 3:22 PM,68,
58,796,1237689456,1357934999,FreeCharge India,Debit,870,5/4/19 11:49 PM,17,
58,797,1237689457,1357935014,MSEB India,Debit,2100,4/13/19 4:02 PM,42,
58,805,1237689465,1357935014,MSEB India,Debit,1200,4/26/19 2:43 PM,24,
58,794,1237689454,1357935018,OLA Cabs,Debit,430,4/11/19 8:00 PM,8,
58,803,1237689463,1357935021,PHONEPE recharge,Debit,210,5/5/19 12:24 AM,4,
58,802,1237689462,1357935027,Shell Petrol,Debit,2400,5/1/19 10:23 PM,48,
58,807,1237689467,1357935027,Shell Petrol,Debit,1000,4/26/19 3:21 PM,20,
58,806,1237689466,1357935028,Shoppers Stop,Debit,13000,4/20/19 9:14 PM,260,
58,808,1237689468,1357935036,Uber,Debit,120,4/13/19 6:00 PM,2,
59,819,1237689479,1357934980,Airtel Payment,Debit,540,5/5/19 2:36 PM,10,
59,820,1237689480,1357934981,Amazon,Debit,3200,4/24/19 8:07 PM,64,
59,821,1237689481,1357934992,Digital Age Retail,Debit,4500,4/11/19 5:35 AM,90,
59,813,1237689473,1357935005,HP Petrolium,Debit,1500,5/9/19 4:57 PM,30,
59,816,1237689476,1357935005,HP Petrolium,Debit,300,4/18/19 8:45 AM,6,
59,814,1237689474,1357935007,IDEA Payment,Debit,420,5/9/19 10:01 PM,8,
59,809,1237689469,1357935017,NEFT Payment,Credit,24500,5/8/19 6:55 AM,490,
59,811,1237689471,1357935018,OLA cabs,Debit,310,5/10/19 2:53 PM,6,
59,818,1237689478,1357935018,OLA Cabs,Debit,450,5/3/19 11:57 AM,9,
59,817,1237689477,1357935020,PAYTM Retail,Debit,1200,5/2/19 5:19 AM,24,
59,812,1237689472,1357935034,TATA SKY,Debit,650,4/11/19 11:52 AM,13,
59,822,1237689482,1357935035,Times Internet Ltd,Debit,4300,4/21/19 2:24 AM,86,
59,810,1237689470,1357935036,Uber,Debit,230,5/5/19 11:30 PM,4,
59,815,1237689475,1357935036,Uber,Debit,450,5/5/19 6:02 AM,9,
60,834,1237689494,1357934974,Central India,Debit,12000,4/16/19 4:26 PM,240,
60,828,1237689488,1357935007,IDEA Payment,Debit,450,4/17/19 1:44 AM,9,
60,832,1237689492,1357935014,MSEB India,Debit,1400,4/22/19 4:04 AM,28,
60,830,1237689490,1357935018,OLA Cabs,Debit,450,4/11/19 7:36 AM,9,
60,827,1237689487,1357935020,PAYTM Retail,Debit,3200,5/7/19 9:06 AM,64,
60,823,1237689483,1357935023,PMC,Debit,12001,4/27/19 3:00 PM,240,
60,826,1237689486,1357935027,Shell Petrol,Debit,1200,4/25/19 6:10 PM,24,
60,829,1237689489,1357935027,Shell Petrol,Debit,2000,5/5/19 5:53 PM,40,
60,824,1237689484,1357935031,SRL Ltd,Debit,3200,5/8/19 1:22 PM,64,
60,825,1237689485,1357935034,TATA SKY,Debit,750,4/26/19 1:03 PM,15,
60,831,1237689491,1357935034,TATA SKY,Debit,680,4/25/19 4:54 PM,13,
60,833,1237689493,1357935036,Uber,Debit,420,5/3/19 7:49 AM,8,
61,835,1237689495,1357934993,Dmart India,Debit,5040,5/3/19 9:15 PM,100,
61,841,1237689501,1357934999,FreeCharge India,Debit,340,4/14/19 12:57 PM,6,
61,836,1237689496,1357935005,HP Petrolium,Debit,220,4/11/19 5:19 AM,4,
61,842,1237689502,1357935017,NEFT Payment,Credit,45050,4/17/19 12:31 PM,901,
61,839,1237689499,1357935018,OLA cabs,Debit,520,4/13/19 8:20 PM,10,
61,837,1237689497,1357935024,PNG Jewellers,Debit,31000,5/8/19 12:41 AM,620,
61,840,1237689500,1357935027,Shell Petrol,Debit,1200,4/20/19 7:38 AM,24,
61,838,1237689498,1357935036,Uber,Debit,320,4/24/19 8:09 AM,6,
61,843,1237689503,1357935036,Uber,Debit,390,4/20/19 2:54 PM,7,
62,848,1237689508,1357934983,Amazon Pay,Debit,3000,4/14/19 10:57 AM,60,
62,853,1237689513,1357934987,Big Bazar India,Debit,1990,5/9/19 3:36 PM,39,
62,850,1237689510,1357934993,DMart India,Debit,8900,4/30/19 11:31 AM,178,
62,854,1237689514,1357934995,FirstCry,Debit,2390,4/26/19 5:39 AM,47,
62,849,1237689509,1357935009,KFC Restaurant,Debit,800,4/26/19 9:22 PM,16,
62,851,1237689511,1357935014,MSEB India,Debit,3200,4/21/19 9:23 PM,64,
62,855,1237689515,1357935017,NEFT Payment,Credit,78000,4/14/19 4:47 AM,1560,
62,856,1237689516,1357935018,OLA cabs,Debit,310,4/15/19 1:00 PM,6,
62,846,1237689506,1357935027,Shell Petrol,Debit,2200,5/1/19 9:09 PM,44,
62,852,1237689512,1357935027,Shell Petrol,Debit,2300,4/25/19 7:01 AM,46,
62,845,1237689505,1357935028,Shoppers Stop,Debit,8050,4/24/19 1:40 PM,161,
62,844,1237689504,1357935036,Uber,Debit,280,4/21/19 1:55 AM,5,
62,847,1237689507,1357935038,Wellness Medico,Debit,1350,5/4/19 7:23 PM,27,
62,857,1237689517,1357935038,Wellness Medico,Debit,2105,4/11/19 8:26 AM,42,
63,869,1237689529,1357934980,Airtel Payment,Debit,540,4/22/19 6:02 AM,14,
63,871,1237689531,1357934984,AMAZON.IN,Debit,3400,4/21/19 3:11 PM,90,
63,863,1237689523,1357934993,DMart India,Debit,12100,5/9/19 9:52 PM,322,
63,875,1237689535,1357934996,FirstCry India,Debit,430,4/10/19 10:00 AM,11,
63,867,1237689527,1357934997,Flipkart India,Debit,1950,4/16/19 6:24 PM,52,
63,866,1237689526,1357935005,HP Petrolium,Debit,1300,4/17/19 3:19 AM,34,
63,872,1237689532,1357935005,HP Petrolium,Debit,2100,4/20/19 10:57 AM,56,
63,862,1237689522,1357935008,Kalyan Jewellers,Debit,56000,4/15/19 1:00 PM,1493,
63,865,1237689525,1357935012,McDonalds Restaurant,Debit,760,4/11/19 4:11 AM,20,
63,860,1237689520,1357935014,MSEB India,Debit,3200,4/18/19 4:12 AM,85,
63,861,1237689521,1357935017,NEFT Payment,Credit,18090,4/12/19 6:22 PM,482,
63,864,1237689524,1357935018,OLA Cabs,Debit,420,4/20/19 6:04 AM,11,
63,870,1237689530,1357935018,OLA Cabs,Debit,340,5/1/19 5:11 AM,9,
63,868,1237689528,1357935021,PHONEPE recharge,Debit,650,4/11/19 6:18 PM,17,
63,858,1237689518,1357935034,TATA SKY,Debit,750,5/7/19 8:22 AM,20,
63,873,1237689533,1357935034,TATA SKY,Debit,690,4/19/19 9:42 PM,18,
63,859,1237689519,1357935036,Uber,Debit,198,5/4/19 6:46 AM,5,
63,874,1237689534,1357935038,Wellness Medico,Debit,1950,4/11/19 3:19 AM,52,
64,884,1237689544,1357934979,Airtel DTH India,Debit,820,5/6/19 3:17 AM,21,
64,885,1237689545,1357934984,AMAZON.IN,Debit,1200,4/11/19 3:26 AM,32,
64,876,1237689536,1357934986,BBQ Restaurant,Debit,3210,4/23/19 9:07 PM,85,
64,879,1237689539,1357934975,Central India,Debit,8320,4/16/19 5:16 AM,221,
64,883,1237689543,1357934990,Chandukaka Saraf,Debit,15200,4/20/19 8:14 AM,405,
64,882,1237689542,1357934992,Digital Age Retail,Debit,3400,4/29/19 4:07 AM,90,
64,880,1237689540,1357934999,FreeCharge India,Debit,870,5/9/19 5:59 PM,23,
64,881,1237689541,1357935014,MSEB India,Debit,2100,4/12/19 5:54 PM,56,
64,877,1237689537,1357935017,NEFT Payment,Credit,54500,4/27/19 1:10 AM,1453,
64,878,1237689538,1357935018,OLA Cabs,Debit,430,5/1/19 5:59 AM,11,
64,886,1237689546,1357935027,Shell Petrol,Debit,2400,4/13/19 4:41 PM,64,
65,897,1237689557,1357934979,Airtel DTH India,Debit,750,4/26/19 2:44 AM,20,
65,896,1237689556,1357934996,FirstCry India,Debit,890,4/29/19 9:24 AM,23,
65,895,1237689555,1357934999,FreeCharge India,Debit,600,4/26/19 3:57 PM,16,
65,890,1237689550,1357935000,Future Lifeestyle,Debit,13200,5/1/19 8:48 AM,352,
65,894,1237689554,1357935005,HP Petrolium,Debit,500,4/13/19 2:47 PM,13,
65,893,1237689553,1357935009,KFC Restaurant,Debit,920,4/13/19 1:42 PM,24,
65,888,1237689548,1357935017,NEFT Payment,Credit,48050,4/25/19 2:37 AM,1281,
65,887,1237689547,1357935021,PHONEPE recharge,Debit,210,4/10/19 8:51 AM,5,
65,889,1237689549,1357935025,Reliance Fresh,Debit,3400,4/21/19 1:13 AM,90,
65,891,1237689551,1357935036,Uber,Debit,450,5/8/19 12:47 AM,12,
65,892,1237689552,1357935036,Uber,Debit,320,4/26/19 6:26 AM,8,
66,908,1237689568,1357934980,Airtel Payment,Debit,560,4/15/19 9:58 AM,14,
66,912,1237689572,1357934980,Airtel Payment,Debit,980,4/30/19 3:59 PM,26,
66,901,1237689561,1357934983,Amazon Pay,Debit,3000,4/23/19 3:17 AM,80,
66,898,1237689558,1357934975,Central India,Debit,3400,4/23/19 10:26 AM,90,
66,910,1237689570,1357935000,Future Lifeestyle,Debit,4560,4/24/19 8:22 PM,121,
66,905,1237689565,1357935001,General BillDesk,Debit,1560,4/21/19 7:50 PM,41,
66,900,1237689560,1357935005,HP Petrolium,Debit,1000,5/4/19 2:17 PM,26,
66,906,1237689566,1357935005,HP Petrolium,Debit,500,4/29/19 8:50 PM,13,
66,909,1237689569,1357935009,KFC Restaurant,Debit,1150,4/13/19 6:59 AM,30,
66,899,1237689559,1357935012,McDonalds Restaurant,Debit,1210,4/30/19 8:41 AM,32,
66,902,1237689562,1357935014,MSEB India,Debit,1400,4/21/19 2:48 PM,37,
66,903,1237689563,1357935018,OLA cabs,Debit,340,4/22/19 9:46 PM,9,
66,907,1237689567,1357935021,PHONEPE recharge,Debit,450,4/10/19 8:30 PM,12,
66,904,1237689564,1357935036,Uber,Debit,380,5/1/19 11:51 AM,10,
66,911,1237689571,1357935036,Uber,Debit,340,4/28/19 5:04 PM,9,
67,915,1237689575,1357934980,Airtel Payment,Debit,820,4/21/19 7:46 AM,21,
67,923,1237689583,1357934986,BBQ Restaurant,Debit,2300,4/24/19 10:52 PM,61,
67,918,1237689578,1357934994,Dominos Pizza,Debit,2100,4/30/19 11:34 AM,56,
67,921,1237689581,1357934999,FreeCharge India,Debit,800,4/25/19 2:56 AM,21,
67,917,1237689577,1357935005,HP Petrolium,Debit,2000,5/9/19 1:06 PM,53,
67,913,1237689573,1357935017,NEFT Payment,Credit,150100,4/29/19 12:09 AM,4002,
67,916,1237689576,1357935018,OLA Cabs,Debit,620,4/16/19 7:29 PM,16,
67,922,1237689582,1357935018,OLA Cabs,Debit,510,4/15/19 10:10 AM,13,
67,920,1237689580,1357935027,Shell Petrol,Debit,800,4/24/19 12:01 PM,21,
67,914,1237689574,1357935034,TATA SKY,Debit,750,5/7/19 10:23 PM,20,
67,919,1237689579,1357935036,Uber,Debit,320,5/10/19 2:06 AM,8,
68,929,1237689589,1357934980,Airtel Payment,Debit,650,5/2/19 5:32 AM,13,
68,938,1237689598,1357934983,Amazon Pay,Debit,3000,5/9/19 2:04 AM,60,
68,937,1237689597,1357934988,Bigtree Entertainment,Debit,4300,4/29/19 7:30 AM,86,
68,934,1237689594,1357934992,Digital Age Retail,Debit,2450,5/2/19 9:29 PM,49,
68,928,1237689588,1357934993,DMart India,Debit,8100,5/8/19 2:56 AM,162,
68,939,1237689599,1357934996,FirstCry India,Debit,5550,4/12/19 5:51 PM,111,
68,940,1237689600,1357935004,HerbalLife International,Debit,3400,4/15/19 7:25 PM,68,
68,932,1237689592,1357935005,HP Petrolium,Debit,2200,4/15/19 1:22 PM,44,
68,931,1237689591,1357935014,MSEB India,Debit,2100,4/12/19 9:55 PM,42,
68,926,1237689586,1357935017,NEFT Payment,Credit,76403,4/18/19 10:32 PM,1528,
68,930,1237689590,1357935018,OLA cabs,Debit,430,4/12/19 4:03 PM,8,
